source,metric_path,metric,value
experiments\20260518_145635_s0_stratified\summary.json,models.lgbm.oof_auc,oof_auc,0.9065722349577094
experiments\20260518_153652_s0_lgbm_ensemble_summary.json,hill_recipe[0].auc,auc,0.9065722349577094
experiments\20260519_150804_phase45_hard\summary.json,selected[5].best_local_blend_auc,best_local_blend_auc,0.9048198338236921
experiments\20260520_143243_catboost_diversity_smoke\meta_seed00_stratified_rs0p1_bt0p0_rsm1p0.json,subgroup.Stint_macro_auc,Stint_macro_auc,0.9046846970871126
experiments\20260520_143243_catboost_diversity_smoke\summary.json,models[0].subgroup.Stint_macro_auc,Stint_macro_auc,0.9046846970871126
experiments\20260519_150804_phase45_hard\summary.json,selected[5].base_local_auc,base_local_auc,0.9040503785449636
experiments\20260519_163902_synthetic_forensics\summary.json,top_interactions[0].auc,auc,0.8983073239227907
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_interactions[0].auc,auc,0.8983073239227907
experiments\20260519_164529_synthetic_forensics_oof\summary.json,additive[3].standalone_auc,standalone_auc,0.8973997318924963
experiments\20260520_143243_catboost_diversity_smoke\summary.json,models[0].subgroup.RaceYear_macro_auc,RaceYear_macro_auc,0.8968659468906599
experiments\20260520_143243_catboost_diversity_smoke\meta_seed00_stratified_rs0p1_bt0p0_rsm1p0.json,subgroup.RaceYear_macro_auc,RaceYear_macro_auc,0.8968659468906599
experiments\20260519_150804_phase45_hard\summary.json,selected[5].spec_local_auc,spec_local_auc,0.8929158049718726
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_interactions[1].auc,auc,0.8911710520192155
experiments\20260519_163902_synthetic_forensics\summary.json,top_interactions[1].auc,auc,0.8911710520192155
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_interactions[2].auc,auc,0.8782660268793623
experiments\20260519_163902_synthetic_forensics\summary.json,top_interactions[2].auc,auc,0.8782660268793623
experiments\20260519_163902_synthetic_forensics\summary.json,additive[2].standalone_auc,standalone_auc,0.8774728373254379
experiments\20260519_164529_synthetic_forensics_oof\summary.json,additive[2].standalone_auc,standalone_auc,0.8769814145982155
experiments\20260520_143243_catboost_diversity_smoke\summary.json,models[0].subgroup.Stint_p10_auc,Stint_p10_auc,0.8766275751276089
experiments\20260520_143243_catboost_diversity_smoke\meta_seed00_stratified_rs0p1_bt0p0_rsm1p0.json,subgroup.Stint_p10_auc,Stint_p10_auc,0.8766275751276089
experiments\20260519_163902_synthetic_forensics\summary.json,top_interactions[3].auc,auc,0.8744164813223781
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_interactions[3].auc,auc,0.8744164813223781
experiments\20260519_152759_validation_reset\summary.json,best_by_raceyear_p10.YearStint_macro_auc,YearStint_macro_auc,0.8743874261338078
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_interactions[4].auc,auc,0.8741438863715478
experiments\20260519_163902_synthetic_forensics\summary.json,top_interactions[4].auc,auc,0.8741438863715478
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_interactions[5].auc,auc,0.8726941958387401
experiments\20260519_163902_synthetic_forensics\summary.json,top_interactions[5].auc,auc,0.8726941958387401
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_pairs[0].joint_auc,joint_auc,0.8712294495360349
experiments\20260519_163902_synthetic_forensics\summary.json,top_pairs[0].joint_auc,joint_auc,0.8712294495360349
experiments\20260520_143243_catboost_diversity_smoke\summary.json,models[0].subgroup.Compound_p10_auc,Compound_p10_auc,0.8662042630275613
experiments\20260520_143243_catboost_diversity_smoke\meta_seed00_stratified_rs0p1_bt0p0_rsm1p0.json,subgroup.Compound_p10_auc,Compound_p10_auc,0.8662042630275613
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_pairs[1].joint_auc,joint_auc,0.8653849495296798
experiments\20260519_163902_synthetic_forensics\summary.json,top_pairs[1].joint_auc,joint_auc,0.8653849495296798
experiments\20260520_143243_catboost_diversity_smoke\summary.json,models[0].subgroup.YearStint_macro_auc,YearStint_macro_auc,0.8605530620942158
experiments\20260520_143243_catboost_diversity_smoke\meta_seed00_stratified_rs0p1_bt0p0_rsm1p0.json,subgroup.YearStint_macro_auc,YearStint_macro_auc,0.8605530620942158
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_pairs[2].joint_auc,joint_auc,0.8596279799051195
experiments\20260519_163902_synthetic_forensics\summary.json,top_pairs[2].joint_auc,joint_auc,0.8596279799051195
experiments\20260519_152759_validation_reset\summary.json,best_by_raceyear_p10.RaceYear_p10_auc,RaceYear_p10_auc,0.854941603232863
experiments\20260519_163902_synthetic_forensics\summary.json,top_pairs[3].joint_auc,joint_auc,0.853532762191536
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_pairs[3].joint_auc,joint_auc,0.853532762191536
experiments\20260519_163902_synthetic_forensics\summary.json,top_pairs[4].joint_auc,joint_auc,0.8506405964565092
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_pairs[4].joint_auc,joint_auc,0.8506405964565092
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_pairs[5].joint_auc,joint_auc,0.8484834606337004
experiments\20260519_163902_synthetic_forensics\summary.json,top_pairs[5].joint_auc,joint_auc,0.8484834606337004
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_pairs[6].joint_auc,joint_auc,0.8477707314767307
experiments\20260519_163902_synthetic_forensics\summary.json,top_pairs[6].joint_auc,joint_auc,0.8477707314767307
experiments\20260519_152759_validation_reset\summary.json,best_by_raceyear_p10.RaceYearStint_macro_auc,RaceYearStint_macro_auc,0.845083571697632
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_pairs[7].joint_auc,joint_auc,0.841475271844569
experiments\20260519_163902_synthetic_forensics\summary.json,top_pairs[7].joint_auc,joint_auc,0.841475271844569
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_pairs[8].joint_auc,joint_auc,0.8410276975628094
experiments\20260519_163902_synthetic_forensics\summary.json,top_pairs[8].joint_auc,joint_auc,0.8410276975628094
experiments\20260520_143243_catboost_diversity_smoke\summary.json,models[0].subgroup.RaceYear_p10_auc,RaceYear_p10_auc,0.8405731643933213
experiments\20260520_143243_catboost_diversity_smoke\meta_seed00_stratified_rs0p1_bt0p0_rsm1p0.json,subgroup.RaceYear_p10_auc,RaceYear_p10_auc,0.8405731643933213
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_pairs[9].joint_auc,joint_auc,0.8401827620594362
experiments\20260519_163902_synthetic_forensics\summary.json,top_pairs[9].joint_auc,joint_auc,0.8401827620594362
experiments\20260519_163902_synthetic_forensics\summary.json,top_pairs[10].joint_auc,joint_auc,0.8391157691109254
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_pairs[10].joint_auc,joint_auc,0.8391157691109254
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_pairs[12].joint_auc,joint_auc,0.8384476320783867
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_pairs[11].joint_auc,joint_auc,0.8384476320783867
experiments\20260519_163902_synthetic_forensics\summary.json,top_pairs[12].joint_auc,joint_auc,0.8384476320783867
experiments\20260519_163902_synthetic_forensics\summary.json,top_pairs[11].joint_auc,joint_auc,0.8384476320783867
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_pairs[13].joint_auc,joint_auc,0.8355191835873813
experiments\20260519_163902_synthetic_forensics\summary.json,top_pairs[13].joint_auc,joint_auc,0.8355191835873813
experiments\20260519_163902_synthetic_forensics\summary.json,top_pairs[15].joint_auc,joint_auc,0.834829218974427
experiments\20260519_163902_synthetic_forensics\summary.json,top_pairs[14].joint_auc,joint_auc,0.834829218974427
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_pairs[15].joint_auc,joint_auc,0.834829218974427
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_pairs[14].joint_auc,joint_auc,0.834829218974427
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_pairs[16].joint_auc,joint_auc,0.8331138975773836
experiments\20260519_163902_synthetic_forensics\summary.json,top_pairs[16].joint_auc,joint_auc,0.8331138975773836
experiments\20260519_163902_synthetic_forensics\summary.json,top_pairs[17].joint_auc,joint_auc,0.8320706252502267
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_pairs[17].joint_auc,joint_auc,0.8320706252502267
experiments\20260519_163902_synthetic_forensics\summary.json,top_pairs[18].joint_auc,joint_auc,0.8317054607715555
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_pairs[18].joint_auc,joint_auc,0.8317054607715555
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_pairs[19].joint_auc,joint_auc,0.8315409937365877
experiments\20260519_163902_synthetic_forensics\summary.json,top_pairs[19].joint_auc,joint_auc,0.8315409937365877
experiments\20260519_150804_phase45_hard\summary.json,selected[2].best_local_blend_auc,best_local_blend_auc,0.8310710364951367
experiments\20260519_150804_phase45_hard\summary.json,selected[2].spec_local_auc,spec_local_auc,0.8307547398890103
experiments\20260519_150804_phase45_hard\summary.json,selected[2].base_local_auc,base_local_auc,0.8307308335684783
experiments\20260520_143243_catboost_diversity_smoke\summary.json,models[0].subgroup.RaceYearStint_macro_auc,RaceYearStint_macro_auc,0.8277389457850738
experiments\20260520_143243_catboost_diversity_smoke\meta_seed00_stratified_rs0p1_bt0p0_rsm1p0.json,subgroup.RaceYearStint_macro_auc,RaceYearStint_macro_auc,0.8277389457850738
experiments\20260519_150804_phase45_hard\summary.json,selected[0].best_local_blend_auc,best_local_blend_auc,0.8263155482317434
experiments\20260519_150804_phase45_hard\summary.json,selected[0].spec_local_auc,spec_local_auc,0.8256164797975998
experiments\20260519_150804_phase45_hard\summary.json,selected[0].base_local_auc,base_local_auc,0.825006477540121
experiments\20260519_152759_validation_reset\summary.json,best_by_raceyear_p10.YearStint_p10_auc,YearStint_p10_auc,0.8183778871894115
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_interactions[6].auc,auc,0.8121745330016108
experiments\20260519_163902_synthetic_forensics\summary.json,top_interactions[6].auc,auc,0.8121745330016108
experiments\20260519_150804_phase45_hard\summary.json,selected[4].best_local_blend_auc,best_local_blend_auc,0.8095125225644274
experiments\20260520_143243_catboost_diversity_smoke\summary.json,models[0].subgroup.YearStint_p10_auc,YearStint_p10_auc,0.8093194230026142
experiments\20260520_143243_catboost_diversity_smoke\meta_seed00_stratified_rs0p1_bt0p0_rsm1p0.json,subgroup.YearStint_p10_auc,YearStint_p10_auc,0.8093194230026142
experiments\20260519_150804_phase45_hard\summary.json,selected[4].base_local_auc,base_local_auc,0.8090156206414616
experiments\20260519_150804_phase45_hard\summary.json,selected[4].spec_local_auc,spec_local_auc,0.8082724532886874
experiments\20260519_150804_phase45_hard\summary.json,selected[1].best_local_blend_auc,best_local_blend_auc,0.7927500433621346
experiments\20260519_150804_phase45_hard\summary.json,selected[1].spec_local_auc,spec_local_auc,0.7922387579809165
experiments\20260519_150804_phase45_hard\summary.json,selected[1].base_local_auc,base_local_auc,0.7919810559757842
experiments\20260519_152759_validation_reset\summary.json,best_by_raceyear_p10.SyntheticBucket_macro_auc,SyntheticBucket_macro_auc,0.781101066941152
experiments\20260519_150804_phase45_hard\summary.json,selected[3].best_local_blend_auc,best_local_blend_auc,0.7779546755208457
experiments\20260519_150804_phase45_hard\summary.json,selected[3].spec_local_auc,spec_local_auc,0.7775651608067414
experiments\20260519_150804_phase45_hard\summary.json,selected[3].base_local_auc,base_local_auc,0.7773547287091137
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_interactions[7].auc,auc,0.7668606316204727
experiments\20260519_163902_synthetic_forensics\summary.json,top_interactions[7].auc,auc,0.7668606316204727
experiments\20260519_163902_synthetic_forensics\summary.json,top_interactions[8].auc,auc,0.764379049601019
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_interactions[8].auc,auc,0.764379049601019
experiments\20260519_152759_validation_reset\summary.json,best_by_raceyear_p10.RaceYearStint_p10_auc,RaceYearStint_p10_auc,0.7567359942004181
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_interactions[9].auc,auc,0.7426863286164468
experiments\20260519_163902_synthetic_forensics\summary.json,top_interactions[9].auc,auc,0.7426863286164468
experiments\20260520_143243_catboost_diversity_smoke\summary.json,models[0].subgroup.RaceYearStint_p10_auc,RaceYearStint_p10_auc,0.7350065307097475
experiments\20260520_143243_catboost_diversity_smoke\meta_seed00_stratified_rs0p1_bt0p0_rsm1p0.json,subgroup.RaceYearStint_p10_auc,RaceYearStint_p10_auc,0.7350065307097475
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_interactions[10].auc,auc,0.7326597183813918
experiments\20260519_163902_synthetic_forensics\summary.json,top_interactions[10].auc,auc,0.7326597183813918
experiments\20260519_164529_synthetic_forensics_oof\summary.json,top_interactions[11].auc,auc,0.7148159810586895
experiments\20260519_163902_synthetic_forensics\summary.json,top_interactions[11].auc,auc,0.7148159810586895
experiments\20260519_152759_validation_reset\summary.json,best_by_raceyear_p10.SyntheticBucket_p10_auc,SyntheticBucket_p10_auc,0.6512433112999686
experiments\20260519_163902_synthetic_forensics\summary.json,additive[3].standalone_auc,standalone_auc,0.6318821643178705
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[29].base_auc,base_auc,0.5366193260930103
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[29].base_auc,base_auc,0.5366193260930103
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[28].base_auc,base_auc,0.5338827838827838
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[28].base_auc,base_auc,0.5338827838827838
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[27].base_auc,base_auc,0.5313531353135313
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[27].base_auc,base_auc,0.5313531353135313
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[26].base_auc,base_auc,0.5044444444444445
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[26].base_auc,base_auc,0.5044444444444445
experiments\20260519_164529_synthetic_forensics_oof\summary.json,additive[1].standalone_auc,standalone_auc,0.49999428520362776
experiments\20260519_164529_synthetic_forensics_oof\summary.json,additive[0].standalone_auc,standalone_auc,0.49999428520362776
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[25].base_auc,base_auc,0.48615384615384616
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[25].base_auc,base_auc,0.48615384615384616
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[24].base_auc,base_auc,0.48395721925133695
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[24].base_auc,base_auc,0.48395721925133695
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[22].base_auc,base_auc,0.4789029535864979
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[22].base_auc,base_auc,0.4789029535864979
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[23].base_auc,base_auc,0.46945898778359507
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[23].base_auc,base_auc,0.46945898778359507
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[21].base_auc,base_auc,0.44239631336405527
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[21].base_auc,base_auc,0.44239631336405527
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[19].base_auc,base_auc,0.4393063583815029
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[19].base_auc,base_auc,0.4393063583815029
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[20].base_auc,base_auc,0.42625368731563423
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[20].base_auc,base_auc,0.42625368731563423
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[17].base_auc,base_auc,0.4196372732958099
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[17].base_auc,base_auc,0.4196372732958099
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[16].base_auc,base_auc,0.4185185185185185
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[16].base_auc,base_auc,0.4185185185185185
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[18].base_auc,base_auc,0.41515650741350907
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[18].base_auc,base_auc,0.41515650741350907
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[14].base_auc,base_auc,0.36809815950920244
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[14].base_auc,base_auc,0.36809815950920244
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[15].base_auc,base_auc,0.3602941176470589
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[15].base_auc,base_auc,0.3602941176470589
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[12].base_auc,base_auc,0.3492063492063492
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[12].base_auc,base_auc,0.3492063492063492
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[13].base_auc,base_auc,0.31818181818181823
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[13].base_auc,base_auc,0.31818181818181823
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[11].base_auc,base_auc,0.30000000000000004
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[11].base_auc,base_auc,0.30000000000000004
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[10].base_auc,base_auc,0.2531328320802005
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[10].base_auc,base_auc,0.2531328320802005
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[7].base_auc,base_auc,0.23015873015873017
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[7].base_auc,base_auc,0.23015873015873017
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[9].base_auc,base_auc,0.20588235294117652
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[9].base_auc,base_auc,0.20588235294117652
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[8].base_auc,base_auc,0.20382165605095537
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[8].base_auc,base_auc,0.20382165605095537
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[6].base_auc,base_auc,0.1843575418994413
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[6].base_auc,base_auc,0.1843575418994413
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[5].base_auc,base_auc,0.16874999999999996
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[5].base_auc,base_auc,0.16874999999999996
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[4].base_auc,base_auc,0.1384615384615384
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[4].base_auc,base_auc,0.1384615384615384
experiments\20260520_143243_catboost_diversity_smoke\meta_seed00_stratified_rs0p1_bt0p0_rsm1p0.json,subgroup.RaceYearStint_std_auc,RaceYearStint_std_auc,0.09375627853560901
experiments\20260520_143243_catboost_diversity_smoke\summary.json,models[0].subgroup.RaceYearStint_std_auc,RaceYearStint_std_auc,0.09375627853560901
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[3].base_auc,base_auc,0.09345794392523366
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[3].base_auc,base_auc,0.09345794392523366
experiments\20260520_143243_catboost_diversity_smoke\meta_seed00_stratified_rs0p1_bt0p0_rsm1p0.json,subgroup.YearStint_std_auc,YearStint_std_auc,0.04808339499003031
experiments\20260520_143243_catboost_diversity_smoke\summary.json,models[0].subgroup.YearStint_std_auc,YearStint_std_auc,0.04808339499003031
experiments\20260520_143243_catboost_diversity_smoke\summary.json,models[0].subgroup.RaceYear_std_auc,RaceYear_std_auc,0.041766452951564975
experiments\20260520_143243_catboost_diversity_smoke\meta_seed00_stratified_rs0p1_bt0p0_rsm1p0.json,subgroup.RaceYear_std_auc,RaceYear_std_auc,0.041766452951564975
experiments\20260520_143243_catboost_diversity_smoke\summary.json,models[0].subgroup.Compound_std_auc,Compound_std_auc,0.03974968742494569
experiments\20260520_143243_catboost_diversity_smoke\meta_seed00_stratified_rs0p1_bt0p0_rsm1p0.json,subgroup.Compound_std_auc,Compound_std_auc,0.03974968742494569
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[1].base_auc,base_auc,0.03563474387527843
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[1].base_auc,base_auc,0.03563474387527843
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[2].base_auc,base_auc,0.03404255319148941
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[2].base_auc,base_auc,0.03404255319148941
experiments\20260520_143243_catboost_diversity_smoke\meta_seed00_stratified_rs0p1_bt0p0_rsm1p0.json,subgroup.Stint_std_auc,Stint_std_auc,0.025679472545144386
experiments\20260520_143243_catboost_diversity_smoke\summary.json,models[0].subgroup.Stint_std_auc,Stint_std_auc,0.025679472545144386
experiments\20260520_143243_catboost_diversity_smoke\summary.json,models[0].subgroup.Year_std_auc,Year_std_auc,0.005751377772481659
experiments\20260520_143243_catboost_diversity_smoke\meta_seed00_stratified_rs0p1_bt0p0_rsm1p0.json,subgroup.Year_std_auc,Year_std_auc,0.005751377772481659
experiments\20260519_160100_phase6_xgbrank\summary.json,top_inversion_regions[0].base_auc,base_auc,0.00540540540540535
experiments\20260519_153956_phase6_lambdarank\summary.json,top_inversion_regions[0].base_auc,base_auc,0.00540540540540535
